,label,maximum,mean,median,minimum,sigma,sum,variance,elongation,feret_diameter,flatness,roundness,equivalent_ellipsoid_diameter_0,equivalent_ellipsoid_diameter_1,equivalent_spherical_perimeter,equivalent_spherical_radius,number_of_pixels,number_of_pixels_on_border,file_name
10,11,233.0,94.29979035639413,90.79296875,33.0,38.44356690124385,44981.0,1477.9078360904114,1.65251710863619,30.886890422961002,1.65251710863619,0.0,19.170845474781792,31.680150134097595,77.42195284962352,12.322086499845234,477,0,17P1_POS0013_D_1UL.tif
11,12,168.0,89.65682656826569,92.77734375,29.0,31.367303386550212,24297.0,983.9077217438845,1.0714390899225479,19.924858845171276,1.0714390899225479,0.0,17.945516448840714,19.22752781213601,58.356545789579904,9.287732724180174,271,0,17P1_POS0013_D_1UL.tif
12,13,242.0,104.0,97.73828125,33.0,45.91793922702916,29224.0,2108.457142857143,1.035791409497507,19.6468827043885,1.035791409497507,0.0,18.58540660451722,19.25060450297717,59.42348140789908,9.45754080179648,281,0,17P1_POS0013_D_1UL.tif
13,14,236.0,101.35317460317461,95.75390625,30.0,43.418172681095285,25541.0,1885.1377189654088,1.2616614839548015,19.924858845171276,1.2616614839548015,0.0,15.94718040039841,20.119943288861588,56.273665198017014,8.95623198216277,252,12,17P1_POS0013_D_1UL.tif
14,15,164.0,97.57894736842105,97.73828125,33.0,34.724399494191914,40788.0,1205.7839202322357,1.3359940360635114,27.730849247724095,1.3359940360635114,0.0,19.959099374704813,26.66523772980459,72.47580918349331,11.534883286137944,418,0,17P1_POS0013_D_1UL.tif
15,16,182.0,77.09495548961425,69.95703125,34.0,30.15658349429869,25981.0,909.4195280486082,1.430133344144026,27.313000567495326,1.430133344144026,0.0,17.321350248614458,24.771840556140955,65.07585494666237,10.357143990692485,337,0,17P1_POS0013_D_1UL.tif
16,17,96.0,76.66666666666667,73.92578125,57.0,12.569805089976535,690.0,158.0,2.710228912599756,4.123105625617661,2.710228912599756,0.0,2.0562377454294647,5.572874988841872,10.634723105433098,1.692568750643269,9,5,17P1_POS0013_D_1UL.tif
17,18,160.0,95.06632653061224,97.73828125,33.0,29.516456753088324,18633.0,871.2212192569334,1.445391521309861,19.235384061671343,1.445391521309861,0.0,13.139848066477226,18.992224986585953,49.62870782535445,7.898654169668588,196,0,17P1_POS0013_D_1UL.tif
18,19,204.0,84.06015037593986,76.90234375,29.0,31.971284321861972,11180.0,1022.1630211893371,1.9850543680230364,19.1049731745428,1.9850543680230364,0.0,9.236228673774935,18.334416072936552,40.88186996346632,6.506551687525748,133,0,17P1_POS0013_D_1UL.tif
19,20,198.0,103.2387706855792,103.69140625,33.0,37.40463020229598,43670.0,1399.1063605705122,1.0209791594867546,23.53720459187964,1.0209791594867546,0.0,22.96766285025454,23.44950511222804,72.90798838175368,11.603666741842574,423,0,17P1_POS0013_D_1UL.tif
20,21,182.0,88.46774193548387,82.85546875,35.0,30.83279286660007,16455.0,950.6611159546641,1.326571977111382,17.204650534085253,1.326571977111382,0.0,13.361220215985226,17.724620318540087,48.34609533634341,7.694520051971082,186,0,17P1_POS0013_D_1UL.tif
21,22,107.0,58.473684210526315,54.08203125,37.0,15.87462627586855,3333.0,252.0037593984962,1.3281816167799967,9.486832980505138,1.3281816167799967,0.0,7.392030577438203,9.817959123629047,26.763466236989427,4.259537945889915,57,0,17P1_POS0013_D_1UL.tif
22,23,150.0,91.8923076923077,95.75390625,33.0,32.92397777399825,11946.0,1083.988312462731,1.379005860306281,14.7648230602334,1.379005860306281,0.0,10.955789506826555,15.108097934195879,40.41816645849602,6.432750982580687,130,0,17P1_POS0013_D_1UL.tif
23,24,124.0,78.69767441860465,75.91015625,37.0,23.695531175190375,10152.0,561.4781976744189,1.1078327162439945,13.152946437965905,1.1078327162439945,0.0,12.176229389391674,13.489225278059733,40.26241186581268,6.407961869245868,129,0,17P1_POS0013_D_1UL.tif
24,25,138.0,83.48275862068965,85.83203125,35.0,28.60698073272446,4842.0,818.3593466424684,2.1387003720089246,12.041594578792296,2.1387003720089246,0.0,5.876166373781373,12.567359209592558,26.997212738222295,4.296739856991561,58,13,17P1_POS0013_D_1UL.tif
25,26,103.0,64.0,61.02734375,40.0,13.66227999774716,4928.0,186.6578947368421,1.2873915135070007,11.661903789690601,1.2873915135070007,0.0,8.726600627190688,11.23455158921016,31.10643883998386,4.950743503369154,77,0,17P1_POS0013_D_1UL.tif
26,27,162.0,86.2542372881356,78.88671875,34.0,39.14587802334475,5089.0,1532.3997662185857,2.3118695942710605,14.0,2.3118695942710605,0.0,5.700322127894775,13.178401405030442,27.22895272035249,4.3336224206596095,59,15,17P1_POS0013_D_1UL.tif
27,28,196.0,99.51827242524917,95.75390625,31.0,37.82402893671611,29955.0,1430.6571650055378,1.0917433819728737,20.615528128088304,1.0917433819728737,0.0,18.73604941435101,20.45495795243445,61.501850012191596,9.788323438736636,301,0,17P1_POS0013_D_1UL.tif
28,29,169.0,89.15808823529412,86.82421875,33.0,28.747161079529356,24251.0,826.3992701324074,1.3674139999133956,21.587033144922902,1.3674139999133956,0.0,15.914371810010817,21.761534812835873,58.464115550529755,9.304852983362556,272,0,17P1_POS0013_D_1UL.tif
29,30,111.0,76.13475177304964,74.91796875,45.0,18.62418545032087,10735.0,346.8602836879436,1.1686568887926545,13.92838827718412,1.1686568887926545,0.0,12.394274316121423,14.484654061121168,42.0934467182796,6.699380116989518,141,0,17P1_POS0013_D_1UL.tif
30,31,164.0,93.11946902654867,90.79296875,35.0,33.62034928341816,21045.0,1130.327885939036,1.6485635402969283,22.135943621178654,1.6485635402969283,0.0,13.211630943707783,21.78021308165535,53.291648115302024,8.481629223064205,226,22,17P1_POS0013_D_1UL.tif
31,32,176.0,96.83823529411765,96.74609375,28.0,40.90245317069948,13170.0,1673.0106753812638,1.2085865414540626,13.601470508735444,1.2085865414540626,0.0,11.96976534620807,14.466497301790302,41.34037256185348,6.579524642479541,136,0,17P1_POS0013_D_1UL.tif
32,33,185.0,97.10606060606061,99.72265625,29.0,42.5902288861712,12818.0,1813.9275965764514,1.2037728515405146,13.92838827718412,1.2037728515405146,0.0,11.815980148085623,14.223756116607147,40.72788873849724,6.4820448144285745,132,0,17P1_POS0013_D_1UL.tif
33,34,162.0,90.44927536231884,90.79296875,29.0,32.36562844408488,12482.0,1047.5339045805558,1.1899904894241762,14.212670403551895,1.1899904894241762,0.0,12.151303192884262,14.459935233641898,41.64323648303006,6.627726932618989,138,0,17P1_POS0013_D_1UL.tif
34,35,99.0,68.16129032258064,68.96484375,45.0,11.901123734465468,6339.0,141.6367461430573,1.4885806868902727,13.0,1.4885806868902727,0.0,8.918880469277385,13.276473215249165,34.18585185621974,5.440847306724618,93,0,17P1_POS0013_D_1UL.tif
35,36,166.0,89.33846153846154,88.80859375,29.0,37.3996961074902,11614.0,1398.7372689326176,1.2062195845800863,14.212670403551895,1.2062195845800863,0.0,11.714224629194662,14.129927165905004,40.41816645849602,6.432750982580687,130,0,17P1_POS0013_D_1UL.tif
36,37,158.0,89.01212121212122,85.83203125,33.0,27.362736785187668,14687.0,748.7193643754623,1.0677776388888047,14.560219778561036,1.0677776388888047,0.0,14.026735917019247,14.977434958791603,45.535163899664,7.247146419131151,165,0,17P1_POS0013_D_1UL.tif
37,38,222.0,113.52083333333333,110.63671875,30.0,48.636365678713766,16347.0,2365.4960664335663,1.4409188394239942,16.278820596099706,1.4409188394239942,0.0,11.280193395418006,16.253843175803922,42.53889242173239,6.770275002573076,144,17,17P1_POS0013_D_1UL.tif
38,39,192.0,101.79120879120879,103.69140625,31.0,36.22088581867283,27789.0,1311.9525694893348,1.2804792262834843,21.02379604162864,1.2804792262834843,0.0,16.475936682118864,21.097094655015244,58.57148775402631,9.321941800299703,273,0,17P1_POS0013_D_1UL.tif
39,40,126.0,75.37795275590551,74.91796875,31.0,21.185473135287864,9573.0,448.82427196600383,1.4191263482112195,15.0,1.4191263482112195,0.0,10.67447164844056,15.148423969535646,39.94908094091296,6.358093703724522,127,0,17P1_POS0013_D_1UL.tif
40,41,198.0,98.71080139372822,94.76171875,33.0,39.441423173396466,28330.0,1555.625861942936,1.192244095332807,20.615528128088304,1.192244095332807,0.0,17.507067957804356,20.87269839928243,60.054544926434026,9.557977680176279,287,0,17P1_POS0013_D_1UL.tif
41,42,208.0,88.05119453924915,85.83203125,30.0,30.76324929408193,25799.0,946.3775071298325,1.1530269165517055,20.615528128088304,1.1530269165517055,0.0,17.987431234355014,20.7399923728342,60.67904572426332,9.657370069115643,293,0,17P1_POS0013_D_1UL.tif
42,43,177.0,90.58241758241758,90.79296875,36.0,31.675073448333745,24729.0,1003.3102779573373,1.029003103258976,18.681541692269406,1.029003103258976,0.0,18.379260807585702,18.912316406611755,58.57148775402631,9.321941800299703,273,0,17P1_POS0013_D_1UL.tif
43,44,170.0,98.0295358649789,98.73046875,31.0,32.38962962102306,23233.0,1049.0881069870547,1.1948613224247946,19.1049731745428,1.1948613224247946,0.0,15.891704491258926,18.988383044009687,54.57316039595951,8.685588237163813,237,0,17P1_POS0013_D_1UL.tif
44,45,168.0,80.39464882943143,74.91796875,34.0,27.10007748064205,24038.0,734.4141994568023,1.3318512323546854,22.360679774997898,1.3318512323546854,0.0,16.90685371697643,22.517413958195448,61.29718438634348,9.755749892701914,299,0,17P1_POS0013_D_1UL.tif
45,46,229.0,105.97899159663865,107.66015625,31.0,43.715270481153794,25223.0,1911.0248732404364,1.2300811774303404,20.0,1.2300811774303404,0.0,15.695554068679908,19.30680562922335,54.688172452711235,8.703892974511014,238,13,17P1_POS0013_D_1UL.tif
0,1,85.0,75.875,76.578125,66.0,6.937218462755804,607.0,48.125,0.0,7.0,0.0,0.0,0.0,0.0,10.026513098524001,1.5957691216057308,8,8,20P1_POS0005_D_1UL.tif
1,2,122.0,81.33333333333333,81.109375,46.0,23.61793846938931,3172.0,557.8070175438594,3.017881670378944,11.40175425099138,3.017881670378944,0.0,4.0563578304344095,12.241607944966105,22.137941502316963,3.523362819972964,39,12,20P1_POS0005_D_1UL.tif
2,3,161.0,93.68478260869566,91.078125,43.0,32.855846548392265,17238.0,1079.5066524114998,1.6727800718498607,18.439088914585774,1.6727800718498607,0.0,11.834353773009267,19.79627115471111,48.0854675868093,7.653039857325812,184,17,20P1_POS0005_D_1UL.tif
3,4,58.0,50.96296296296296,50.296875,46.0,2.7939699007447856,1376.0,7.806267806267827,1.971956900324945,7.211102550927978,1.971956900324945,0.0,4.175305254899776,8.233522008362616,18.419880743036792,2.9316150714175193,27,4,20P1_POS0005_D_1UL.tif
4,5,224.0,91.83240223463687,81.109375,38.0,35.36717293939308,16438.0,1250.836921724938,1.1790607451486415,17.26267650163207,1.1790607451486415,0.0,13.903158842026809,16.39266882420005,47.42763266251323,7.54834217738561,179,15,20P1_POS0005_D_1UL.tif
5,6,162.0,99.73665480427046,100.140625,38.0,29.190293913725846,28026.0,852.0732587697001,1.1945228214588737,20.591260281974,1.1945228214588737,0.0,17.306569612004754,20.673092362706324,59.42348140789908,9.45754080179648,281,12,20P1_POS0005_D_1UL.tif
6,7,150.0,87.46218487394958,90.171875,42.0,21.253829132958366,10408.0,451.7252528129897,1.5561943718270983,16.1245154965971,1.5561943718270983,0.0,9.867261089457639,15.3553761727625,38.670377592011455,6.154581744998688,119,0,20P1_POS0005_D_1UL.tif
7,8,202.0,99.21180555555556,98.328125,39.0,33.736428674729716,28573.0,1138.1466197251254,1.423115764648401,21.840329667841555,1.423115764648401,0.0,16.052075302272236,22.84396141798686,60.159078591144,9.574614729634384,288,0,20P1_POS0005_D_1UL.tif
8,9,131.0,84.17687074829932,87.453125,42.0,19.61921782204717,12374.0,384.9137079489333,1.3834312303448146,15.811388300841896,1.3834312303448146,0.0,11.631478947346288,16.091351230857082,42.97972173375251,6.840435166640879,147,0,20P1_POS0005_D_1UL.tif
9,10,124.0,82.2937062937063,82.921875,48.0,17.066907344551193,11768.0,291.2793263074955,1.2030818594422883,14.212670403551895,1.2030818594422883,0.0,12.30199337656711,14.800305066327072,42.390930608484666,6.746726148605861,143,0,20P1_POS0005_D_1UL.tif
10,11,138.0,82.03896103896103,79.296875,49.0,20.327026703376447,12634.0,413.1880145997792,1.4663090001212584,16.64331697709324,1.4663090001212584,0.0,11.563855858026628,16.95618592072938,43.99114768463438,7.001408606295148,154,0,20P1_POS0005_D_1UL.tif
11,12,135.0,93.0204081632653,100.140625,39.0,26.164814491172272,9116.0,684.5975173574586,2.726394045148161,17.46424919657298,2.726394045148161,0.0,6.76509321283628,18.44430985034908,35.09279584483401,5.585191925620057,98,17,20P1_POS0005_D_1UL.tif
12,13,184.0,103.15354330708661,103.765625,43.0,34.56454189722917,26201.0,1194.7075565653106,1.1754398431023698,19.235384061671343,1.1754398431023698,0.0,16.587147775365743,19.497194378591736,56.496532070979626,8.991702346646203,254,0,20P1_POS0005_D_1UL.tif
13,14,208.0,84.75829383886256,81.109375,42.0,29.41012726335234,17884.0,864.9555856465805,1.114390897187804,18.439088914585774,1.114390897187804,0.0,15.526640908514302,17.302747292352112,51.49275871061664,8.19532708223289,211,14,20P1_POS0005_D_1UL.tif
14,15,220.0,124.1003861003861,124.609375,25.0,50.48153357821539,32142.0,2548.385232408488,1.0582458204292473,18.439088914585774,1.0582458204292473,0.0,17.65272112766721,18.68091835255689,57.04989035150748,9.079772052293041,259,0,20P1_POS0005_D_1UL.tif
15,16,212.0,112.20070422535211,118.265625,33.0,40.451583407933825,31865.0,1636.3306002090274,1.19696561884512,20.8806130178211,1.19696561884512,0.0,17.38094524015949,20.80439387550065,59.73984645509232,9.507891862878783,284,0,20P1_POS0005_D_1UL.tif
16,17,214.0,113.23791821561338,109.203125,38.0,42.48427159506722,30461.0,1804.9133329634353,1.1368909351873941,19.313207915827967,1.1368909351873941,0.0,17.356885457589804,19.732885739819753,58.14080920715343,9.25339718068125,269,0,20P1_POS0005_D_1UL.tif
17,18,158.0,103.3076923076923,105.578125,42.0,30.046262632117486,14773.0,902.7778981581796,1.5638759677097105,16.15549442140351,1.5638759677097105,0.0,10.790011936689014,16.874240359088855,42.390930608484666,6.746726148605861,143,0,20P1_POS0005_D_1UL.tif
18,19,175.0,98.46945337620579,98.328125,34.0,28.248977132899483,30624.0,798.0047090550779,1.0900727319635473,20.615528128088304,1.0900727319635473,0.0,19.05932500596564,20.77605047863412,62.515128257612204,9.949591680222808,311,0,20P1_POS0005_D_1UL.tif
19,20,128.0,96.70491803278688,102.859375,41.0,22.457191056730895,11798.0,504.32543015851417,1.4605562328155182,15.132745950421556,1.4605562328155182,0.0,10.31278190705636,15.062397892018272,39.15478533911046,6.231677632421503,122,0,20P1_POS0005_D_1UL.tif
20,21,207.0,105.58803986710963,102.859375,33.0,38.89639730290033,31782.0,1512.9297231450723,1.248179538678476,21.095023109728988,1.248179538678476,0.0,17.52264964729133,21.871412753180653,61.501850012191596,9.788323438736636,301,0,20P1_POS0005_D_1UL.tif
21,22,125.0,80.32,76.578125,45.0,19.455275765253006,4016.0,378.5077551020409,1.8054405644476974,10.295630140987,1.8054405644476974,0.0,5.938113078371821,10.720910227969874,25.066282746310005,3.989422804014327,50,10,20P1_POS0005_D_1UL.tif
22,23,209.0,104.56537102473499,102.859375,37.0,38.753702208686896,29592.0,1501.8494348795837,1.075322888887351,19.72308292331602,1.075322888887351,0.0,18.305383507803555,19.684197875802187,59.634577921400975,9.491137855389772,283,0,20P1_POS0005_D_1UL.tif
23,24,166.0,103.37785016286645,104.671875,34.0,32.30027465944392,31737.0,1043.3077430755152,1.1919677520078653,21.587033144922902,1.1919677520078653,0.0,18.108896812918967,21.585221025437413,62.11180063891456,9.885400096021595,307,0,20P1_POS0005_D_1UL.tif
24,25,146.0,89.27868852459017,83.828125,45.0,24.274905525076022,5446.0,589.2710382513663,2.0202858695953276,12.083045973594572,2.0202858695953276,0.0,6.2003122843180725,12.52640329508613,27.686614229188613,4.406461512053774,61,12,20P1_POS0005_D_1UL.tif
25,26,229.0,116.5220588235294,127.328125,31.0,44.01600965226975,31694.0,1937.4091057087041,1.0979311697188956,19.4164878389476,1.0979311697188956,0.0,17.760367744810356,19.499661332697375,58.464115550529755,9.304852983362556,272,0,20P1_POS0005_D_1UL.tif
26,27,61.0,58.5,59.359375,57.0,1.51657508881031,351.0,2.3,1.6329931618524818,2.23606797749979,1.6329931618524818,0.0,2.162910263374458,3.5320176697910397,8.683215054699213,1.381976597885342,6,0,20P1_POS0005_D_1UL.tif
27,28,173.0,105.64730290456431,107.390625,35.0,31.60716036668538,25461.0,999.0125864453672,1.0366572992809462,17.72004514666935,1.0366572992809462,0.0,17.204655291328976,17.83533148936874,55.03176644503209,8.758577656805558,241,0,20P1_POS0005_D_1UL.tif
28,29,191.0,97.73170731707317,93.796875,42.0,35.1324196278865,24042.0,1234.2869089099047,1.2538901513321388,19.4164878389476,1.2538901513321388,0.0,15.804940574201972,19.817659328381573,55.59970477558632,8.848967849484623,246,0,20P1_POS0005_D_1UL.tif
29,30,226.0,101.74213836477988,81.109375,34.0,48.37049075717609,48531.0,2339.704376090058,1.761387581673858,31.827660925679098,1.761387581673858,0.0,18.568925926703145,32.70707553231665,77.42195284962352,12.322086499845234,477,0,20P1_POS0005_D_1UL.tif
30,31,187.0,116.13095238095238,127.328125,30.0,39.58130864825569,29265.0,1566.6799943084807,1.0601697497060303,18.027756377319946,1.0601697497060303,0.0,17.396730097400553,18.44348699306451,56.273665198017014,8.95623198216277,252,0,20P1_POS0005_D_1UL.tif
31,32,102.0,70.64754098360656,69.328125,40.0,13.597473106978386,8619.0,184.89127489500044,1.6328130691914409,17.88854381999832,1.6328130691914409,0.0,9.753640419503181,15.925871549158684,39.15478533911046,6.231677632421503,122,0,20P1_POS0005_D_1UL.tif
32,33,179.0,93.59752321981424,91.078125,36.0,37.343365546884606,30232.0,1394.5269503682484,1.411644752203026,25.179356624028344,1.411644752203026,0.0,17.06843141920164,24.094561641253247,63.709792877061005,10.139728459745083,323,0,20P1_POS0005_D_1UL.tif
33,34,178.0,97.30026809651474,93.796875,32.0,32.81212280779372,36293.0,1076.635403153737,1.4124779864975998,26.92582403567252,1.4124779864975998,0.0,18.336592397258983,25.900033108507564,68.46353948749635,10.896310731002211,373,0,20P1_POS0005_D_1UL.tif
34,35,221.0,103.98333333333333,95.609375,29.0,45.51302533187983,18717.0,2071.435474860335,1.7569486499031068,19.924858845171276,1.7569486499031068,0.0,11.421201075638079,20.066463810114236,47.559927571272134,7.569397566060481,180,0,20P1_POS0005_D_1UL.tif
35,36,180.0,102.7360594795539,100.140625,44.0,34.53433615934434,27636.0,1192.620373966598,1.439368550042238,21.587033144922902,1.439368550042238,0.0,15.425711145827051,22.20328348533947,58.14080920715343,9.25339718068125,269,0,20P1_POS0005_D_1UL.tif
36,37,194.0,99.01927194860814,87.453125,37.0,39.05802952932264,46242.0,1525.5296707134394,1.3182075410458949,28.653097563788805,1.3182075410458949,0.0,21.238390598461145,27.996606646569717,76.6061033919996,12.192240025845548,467,0,20P1_POS0005_D_1UL.tif
37,38,180.0,104.73260073260073,111.015625,35.0,33.02569631526913,28592.0,1090.6966171083811,1.3452964842694555,20.396078054371138,1.3452964842694555,0.0,16.074126404115184,21.624465739158982,58.57148775402631,9.321941800299703,273,0,20P1_POS0005_D_1UL.tif
38,39,158.0,94.21457489878543,95.609375,44.0,26.464858393693117,23271.0,700.388729798229,1.1989077161560784,18.681541692269406,1.1989077161560784,0.0,16.196107783265777,19.417638593052857,55.71259769340069,8.866935315394846,247,0,20P1_POS0005_D_1UL.tif
39,40,217.0,115.83070866141732,111.921875,32.0,45.81496210688707,29421.0,2099.010752855498,1.454151657794582,21.213203435596427,1.454151657794582,0.0,14.913070338881028,21.685865956091057,56.496532070979626,8.991702346646203,254,0,20P1_POS0005_D_1UL.tif
40,41,230.0,135.38174273858922,143.640625,28.0,56.3717157087684,32627.0,3177.770331950206,1.0952458050429608,18.027756377319946,1.0952458050429608,0.0,16.73816256000921,18.332402327977235,55.03176644503209,8.758577656805558,241,12,20P1_POS0005_D_1UL.tif
41,42,232.0,117.11070110701107,120.984375,31.0,44.544055552477296,31737.0,1984.1728850621835,1.0421285411053975,18.681541692269406,1.0421285411053975,0.0,18.19613120296513,18.962707664308454,58.356545789579904,9.287732724180174,271,0,20P1_POS0005_D_1UL.tif
42,43,196.0,101.91732283464567,100.140625,45.0,34.93117251621847,25887.0,1220.1868133578162,1.0621001292472907,18.24828759089466,1.0621001292472907,0.0,17.449749096599135,18.533380770830735,56.496532070979626,8.991702346646203,254,0,20P1_POS0005_D_1UL.tif
43,44,79.0,69.53846153846153,73.859375,59.0,7.501281941723727,904.0,56.26923076923049,4.175535900722784,7.0,4.175535900722784,0.0,1.990997086221317,8.313479811751566,12.781346485666884,2.0342144725641096,13,8,20P1_POS0005_D_1UL.tif
44,45,141.0,85.13513513513513,80.203125,45.0,28.014046240891133,3150.0,784.7867867867867,2.8694238898327096,11.045361017187261,2.8694238898327096,0.0,4.051898581269778,11.626614588274764,21.56283174194172,3.431831258788849,37,12,20P1_POS0005_D_1UL.tif
0,1,193.0,95.74509803921569,91.439453125,50.0,34.577416734193655,9766.0,1195.5977480100955,2.503521278400854,19.026297590440446,2.503521278400854,0.0,7.202437555995964,18.03145567778934,35.80181284047828,5.698035485213008,102,20,20P1_POS0007_D_1UL.tif
1,2,255.0,130.60902255639098,135.912109375,28.0,57.73117068992866,34742.0,3332.8880692296784,1.6043654929712365,23.706539182259394,1.6043654929712365,0.0,14.529284284009265,23.310282342833766,57.815694957507354,9.201653640780462,266,15,20P1_POS0007_D_1UL.tif
2,3,195.0,107.31228070175439,104.287109375,39.0,35.98274268574499,30584.0,1294.7577711885342,1.2210560960703511,20.248456731316587,1.2210560960703511,0.0,17.23890519362741,21.049670276257586,59.844929819428856,9.52461639974967,285,0,20P1_POS0007_D_1UL.tif
3,4,196.0,104.49829351535836,102.310546875,42.0,34.20192101604128,30618.0,1169.7714011875262,1.1813135175733045,21.18962010041709,1.1813135175733045,0.0,17.770771502040322,20.992852593066686,60.67904572426332,9.657370069115643,293,0,20P1_POS0007_D_1UL.tif
4,5,161.0,99.14163090128756,96.380859375,50.0,28.311561408683573,23100.0,801.544509397661,1.1488830644917973,18.027756377319946,1.1488830644917973,0.0,16.069231448109907,18.46166787013247,54.11066764646032,8.611980229936854,233,0,20P1_POS0007_D_1UL.tif
5,6,113.0,75.86986301369863,73.650390625,47.0,14.152988571264618,11077.0,200.3070854983469,1.3827091935746103,16.64331697709324,1.3827091935746103,0.0,11.594874758280111,16.032339926620097,42.83328273313218,6.817128675830715,146,0,20P1_POS0007_D_1UL.tif
6,7,157.0,102.86285714285714,103.298828125,45.0,29.6774526987471,18001.0,880.7511986863716,1.3586813020626316,17.46424919657298,1.3586813020626316,0.0,12.806052687099125,17.3993443391905,46.894720998347516,7.463526651802308,175,1,20P1_POS0007_D_1UL.tif
7,8,182.0,102.96407185628742,106.263671875,44.0,29.02655456762125,17195.0,842.540870067094,1.382306155371754,17.204650534085253,1.382306155371754,0.0,12.402555351427992,17.144128604617798,45.810303345404535,7.2909362219603215,167,0,20P1_POS0007_D_1UL.tif
8,9,120.0,83.51724137931035,88.474609375,39.0,20.10519822745539,4844.0,404.21899576527534,1.94302416322172,13.0,1.94302416322172,0.0,6.16495563135863,11.978657756919635,26.997212738222295,4.296739856991561,58,14,20P1_POS0007_D_1UL.tif
9,10,146.0,87.72108843537416,82.544921875,50.0,24.207658222459557,12895.0,586.0107166154138,1.6379950068822002,18.601075237738275,1.6379950068822002,0.0,10.689501188714203,17.50934957317521,42.97972173375251,6.840435166640879,147,0,20P1_POS0007_D_1UL.tif
10,11,205.0,95.03649635036497,92.427734375,39.0,32.673160589821975,13020.0,1067.5354229282957,1.9770834626850684,19.4164878389476,1.9770834626850684,0.0,9.392967964947909,18.57068162902913,41.4920808608969,6.6036697681803656,137,0,20P1_POS0007_D_1UL.tif
11,12,117.0,80.52631578947368,78.591796875,49.0,17.752369321906116,4590.0,315.14661654135335,1.2193760451196436,9.486832980505138,1.2193760451196436,0.0,7.714781984839104,9.407220345633382,26.763466236989427,4.259537945889915,57,0,20P1_POS0007_D_1UL.tif
12,13,148.0,101.06849315068493,104.287109375,45.0,25.677484443942674,14756.0,659.3332073689181,1.281239519898334,15.811388300841896,1.281239519898334,0.0,12.045264032699993,15.432868306305208,42.83328273313218,6.817128675830715,146,0,20P1_POS0007_D_1UL.tif
13,14,255.0,107.11920529801324,97.369140625,48.0,44.35299765174,32350.0,1967.1884006952537,1.1192804878836524,20.615528128088304,1.1192804878836524,0.0,18.53484951593335,20.745695409043957,61.60392784179001,9.804569629897316,302,0,20P1_POS0007_D_1UL.tif
